"payment_month","user_id","language","age","game_name","total_revenue","new_mrr","back_from_churn_revenue","churned_revenue","expansion_revenue","contraction_revenue","churn_month"
2022-09-01,ORSvkhCut21rsk0cVtJfJA==,uk,21,game 3,146.25,146.25,,,,,
2022-09-01,+osJakLn8jv4bzFmPieelw==,uk,30,game 3,43.92,,,,30.63,,
2022-09-01,pLOCMIX+imLIzoDehgdOPA==,uk,22,game 3,109.89,,,,,-19.86,
2022-09-01,PydH3c1l9bUvwz7hsiaBOg==,uk,17,game 3,55.17,,,55.17,22.62,,2022-09-01
2022-09-01,PzG6g7FMYUPp0RMvXhfesQ==,uk,34,game 3,36.45,36.45,,,,,
2022-09-01,q8UcdT1sZCl07AqhDVz5ZA==,uk,15,game 3,61.98,,,,,-53.16,
2022-09-01,qEF/fPDQLJPXIx6RiSIP1A==,uk,20,game 3,77.04,,,,28.53,,
2022-09-01,qmZRB16NnnCdNHWUcSyVDQ==,ru,37,game 3,16.98,,,16.98,,-25.89,2022-09-01
2022-09-01,QoHEss2e+b385deeX2p39Q==,ru,22,game 3,59.07,,,,,-12.36,
2022-09-01,qqYyR2vRI+7pgiuyTnVM+A==,ru,19,game 3,50.91,,,50.91,9.60,,2022-09-01
2022-09-01,QZBiEFECZAgVl5IkN9/cFw==,en,16,game 3,252.66,,,,47.61,,
2022-09-01,RiIlY436bXNX8MIW9vUaAQ==,uk,18,game 3,79.08,,,,53.79,,
2022-09-01,RoTHCVmIeMQXudXxn3ykNw==,uk,21,game 3,35.55,,,,,-8.07,
2022-09-01,RQBsCvxlogTNUidSygqgcQ==,uk,28,game 3,45.39,,,45.39,,-10.53,2022-09-01
2022-09-01,RsmjZqhi61Kd7U5ihaXhDw==,uk,30,game 3,20.07,,20.07,20.07,,,2022-09-01
2022-09-01,rw8yxS9+t5PvgINa7EhMvQ==,uk,18,game 3,103.62,,,103.62,61.11,,2022-09-01
2022-09-01,RwtKwrRSrVpyAMRaDyhr8g==,uk,44,game 3,15.21,,15.21,,,,
2022-09-01,sQqTFx1o31w2foAIr2LKNw==,uk,32,game 3,49.74,,,,13.95,,
2022-09-01,SwiAKdzn0b+A4XegM5x0Hw==,uk,16,game 3,42.27,,,,30.18,,
2022-09-01,SyWxmJ+Ha8K2C9UJt8blVA==,ru,25,game 3,53.01,,53.01,,,,
2022-09-01,T+RA0/fgzbUBLF89D4AEDA==,ru,23,game 3,18.51,,18.51,18.51,,,2022-09-01
2022-09-01,tUlbh1G7KYRxmBaQk4RPIw==,uk,34,game 3,35.43,,,35.43,23.25,,2022-09-01
2022-09-01,Uen3Ap0lnrgWVWJtFCSo7g==,ru,17,game 3,20.19,,20.19,,,,
2022-09-01,UFVjte0RzYKTngAiVvjqPQ==,uk,17,game 3,19.41,,,,6.27,,
2022-09-01,UNcp1RmIObUiGNqLDHjNVw==,uk,16,game 3,69.84,,,,31.65,,
2022-09-01,V1hFT6jms7MK4yi6EFdt6A==,uk,18,game 3,32.10,32.10,,,,,
2022-09-01,V7J42heW8l19wiBJ8UpRyw==,ru,25,game 3,54.24,,,,,-19.17,
2022-09-01,v9uJC6CIm0KR00+LpWQUBg==,uk,18,game 3,18.21,,18.21,,,,
2022-09-01,va4krMfpHwzELV/AUI7WHQ==,uk,20,game 3,44.25,,,,23.13,,
2022-09-01,VAduzk1Og0uicXfMLD3VbQ==,uk,25,game 3,122.01,,,,79.29,,
2022-09-01,Veep00i4vvZbTAVD6GMoiA==,uk,38,game 3,49.53,,,,,-19.83,
2022-09-01,VGEh7S+cxW9PT7H8KNgEGQ==,uk,24,game 3,220.08,,,,,-104.07,
2022-09-01,Vn7Z6/B2x4f/w8R6xVfw5w==,uk,18,game 3,72.54,,,,,-0.66,
2022-09-01,VTaIkhD9hJKcnvA6Kw5p9g==,ru,25,game 3,28.32,28.32,,,,,
2022-09-01,W6fRYNhsTNHQkvkoFEUaVQ==,uk,16,game 3,43.5,,43.5,,,,
2022-09-01,wA+Rd++M6EKUppqQeb+pTw==,uk,20,game 3,12.15,,,,,-3.45,
2022-09-01,wDXJbTe2RLmAMKsPm5zZDg==,ru,17,game 3,24.33,,,,,-79.38,
2022-09-01,WHwqHTWZHdOrSBFh/vackQ==,uk,18,game 3,13.2,13.2,,,,,
2022-09-01,Wi8qtp9drPDZD0laCPi2Ng==,uk,26,game 3,26.64,,26.64,26.64,,,2022-09-01
2022-09-01,wjWDL/+l9D+LVt/9gNMH5Q==,ru,20,game 3,43.53,,43.53,,,,
2022-09-01,WMcncRFNp4e91e/Y3CwEvQ==,uk,23,game 3,57.06,,,,15.90,,
2022-09-01,WSQTlRZJRg4Rb+rqe56nJg==,uk,26,game 3,30.51,,,,4.20,,
2022-09-01,Wua5DlzLb2yNeSrcG9Xi3g==,uk,23,game 3,17.67,,17.67,,,,
2022-09-01,xnLJlU804PSS9tXKmm7gZQ==,ru,21,game 3,32.70,,,,20.10,,
2022-09-01,+XPKfmhBmI2NdGQ96Iaysg==,uk,38,game 3,21.87,,,,3.39,,
2022-09-01,XqdSNtx2TLDI6FMex45KTw==,uk,33,game 3,18.54,18.54,,,,,
2022-09-01,xSi5UajdkNHXppWOTm6g8w==,uk,20,game 3,67.56,,,,,-24.00,
2022-09-01,xt/PY4N2zkZQgtlZ9Cg82w==,ru,24,game 3,44.04,,,44.04,26.58,,2022-09-01
2022-09-01,xVwGwMaEG1yZydv5VIfEQA==,uk,22,game 3,62.97,,,,45.03,,
2022-09-01,yFNWN0sYyxkSJ+yLRq1WqA==,uk,16,game 3,114.27,114.27,,,,,
2022-09-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,uk,28,game 3,45.12,,,45.12,14.73,,2022-09-01
2022-09-01,ymEApWLjh3I9oLJnWIBHFA==,uk,19,game 3,33.27,33.27,,,,,
2022-09-01,Y/nf8iBu/UCaNAuIRRjVwA==,uk,15,game 3,20.16,,,,,-14.70,
2022-09-01,ytNOQh7e6qNGQNC0T3RBxw==,ru,26,game 3,90.09,,,,49.26,,
2022-09-01,yZ1P1v1eYIbyD5wRy0chGw==,uk,33,game 3,14.91,14.91,,,,,
2022-09-01,Z7/6qvk8WKH3uR6IMYlCxw==,uk,30,game 3,29.67,,29.67,29.67,,,2022-09-01
2022-09-01,ZgTMXDOYCQOiAw4VI8H7AA==,uk,25,game 3,79.17,,,79.17,,-11.46,2022-09-01
2022-09-01,ZmjMhgyYl6o8iFq964FEWg==,ru,17,game 3,67.65,,,,,-14.19,
2022-09-01,zmZPan/KZoyrIR2r/SvLdA==,ru,15,game 3,25.08,,,,,-49.23,
2022-09-01,zSepnWFgLH0tQb1s4mxKZQ==,uk,24,game 3,39.87,,,,3.69,,
2022-10-01,"06RPvlsFPCmM9ag+iSM/Ag==",ru,34,game 3,25.74,,,,,-22.98,
2022-10-01,"0A5RkQrm+GBgG7KSFk/xhw==",uk,31,game 3,35.73,,,,0.24,,
2022-10-01,"0afix9qVNfU3GJY1n0QGkw==",uk,25,game 3,13.23,,,13.23,,-19.05,2022-10-01
2022-10-01,"1BBMagZRq/39AV1l2rm4Iw==",ru,23,game 3,55.80,,,,21.00,,
2022-10-01,"1jx1AjqUwE9sbCyafQnUNQ==",ru,25,game 3,46.98,,,,33.27,,
2022-10-01,"1KzlDBp5hORL7Y5PBaB+0g==",uk,22,game 3,77.19,,,,18.99,,
2022-10-01,"1tIsLi6U0zW1RIuaViNanA==",uk,20,game 3,29.25,,,,,-4.11,
2022-10-01,"2be8IOVjt9pzDDEVqZwIKQ==",ru,25,game 3,27.0,27.0,,27.0,,,2022-10-01
2022-10-01,"2FYEYdoJMUOtbJ6TruruWA==",ru,20,game 3,42.84,,42.84,,,,
2022-10-01,"2KL9Q4TKLCcD4cngwhx6Dg==",ru,18,game 3,56.04,,,,42.00,,
2022-10-01,"2onLVyXEEj2aH+D4N9ldYQ==",uk,16,game 3,42.72,,42.72,,,,
2022-10-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",uk,23,game 3,21.87,,,,9.75,,
2022-10-01,"3KHhqZr7/1n2+bTP13WuXA==",uk,16,game 3,29.22,,,29.22,,-19.05,2022-10-01
2022-10-01,"3KSfEl7FcP/+5FSUNXs5Aw==",ru,28,game 3,23.31,23.31,,23.31,,,2022-10-01
2022-10-01,"3Xuq0acIoGEgw19qflIoog==",uk,25,game 3,30.9,,,30.9,,-3.42,2022-10-01
2022-10-01,"4EiWC2ewiX2A7i9NuBAefQ==",uk,18,game 3,57.39,,,,38.70,,
2022-10-01,"6NexxpTuLaFmuoksJ0l8rg==",uk,24,game 3,19.17,19.17,,19.17,,,2022-10-01
2022-10-01,"6We7zBO7mVbNxGEl/xPKVg==",uk,19,game 3,151.68,,,,110.13,,
2022-10-01,/70HXakPPmIGA9K58CIOug==,uk,18,game 3,15.48,15.48,,,,,
2022-10-01,"72brUr/DKItStlTen5pHYg==",uk,24,game 3,31.98,,,,13.68,,
2022-10-01,"787jk0VnxM8/sv/0TkvO6A==",uk,20,game 3,34.92,,,,,-15.69,
2022-10-01,"7BqUeLmbiug63XrWs2+ZQQ==",ru,15,game 3,127.08,,,,113.07,,
2022-10-01,"7ew71UmoMb73L41PM/YL/w==",uk,17,game 3,13.74,,,,,-31.41,
2022-10-01,"7GE5h/3N3lcro3K9T3aujw==",ru,32,game 3,77.64,,,77.64,,-13.23,2022-10-01
2022-10-01,"7RkS5ikrXwWByJobMXv2sA==",ru,21,game 3,25.89,25.89,,,,,
2022-10-01,"7SeM1pmnTTTXfhI+x3ldng==",ru,22,game 3,37.44,,,,14.73,,
2022-10-01,"7vnYIRqjBNlAyBbtPg02tQ==",uk,21,game 3,158.16,,,,84.87,,
2022-10-01,"7zai/c69uF/NhB95HgKuYw==",uk,16,game 3,22.77,,,,,-25.71,
2022-10-01,"9I0ppB2UxsJPIO8BpHQfEw==",uk,26,game 3,16.17,16.17,,,,,
2022-10-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",ru,24,game 3,17.37,,,,1.74,,
2022-10-01,A1qVjssGQ+ZUWZu3Z5DzTA==,uk,24,game 3,65.43,,,65.43,45.87,,2022-10-01
2022-10-01,An7gG7hfETivAjfokQv3Ww==,uk,23,game 3,18.9,,,,,-28.62,
2022-10-01,AN9at3LlvDamqXq8dvHD4w==,ru,24,game 3,13.83,,,,,-50.10,
2022-10-01,aujnuJ9eBYK+yGF15TtUkw==,en,35,game 2,12.69,,,12.69,,-20.88,2022-10-01
2022-10-01,AuJNw7SH8b7lM4j46bNr8A==,en,28,game 3,25.77,,,,7.44,,
2022-10-01,+Awa0l8QDZ6iKBSRiA6dRQ==,ru,16,game 3,69.90,69.90,,,,,
2022-10-01,B4b6v6eUHvAVOeAQk6EEiw==,ru,23,game 3,59.28,,,59.28,14.61,,2022-10-01
2022-10-01,b6lW5fOrJiJUE7dwhEp9VQ==,ru,17,game 3,46.20,,,,27.96,,
2022-10-01,B8zuTsAC2iJ98u2nlv/fUw==,uk,21,game 3,56.28,,56.28,56.28,,,2022-10-01
2022-10-01,BbnuW+2kIgxo7dxg5BBIeQ==,ru,17,game 3,37.08,37.08,,,,,
2022-10-01,bBOj8UKjraXzMIPrGBdCrQ==,uk,28,game 3,12.21,,,,,-16.86,
2022-10-01,Bcs3CbYx2EpbL9otxlEUmg==,uk,18,game 3,96.84,,,96.84,20.82,,2022-10-01
2022-10-01,BDvlXttM/hbupcLic+5ZWg==,uk,29,game 3,12.9,,,,,-28.65,
2022-10-01,BE42Fj9cBAbbch80IpA8Dw==,uk,30,game 3,47.22,,,,31.65,,
2022-10-01,bF11PeUgiQ6ebhHTaDNDJA==,ru,33,game 3,18.78,18.78,,18.78,,,2022-10-01
2022-10-01,BLnx9pj0y+SVkckLR/01qw==,uk,25,game 3,85.20,,,,43.65,,
2022-10-01,BOcGlFXXESDUbttxDzQIQw==,uk,32,game 3,58.14,,,,,-41.31,
2022-10-01,BTD3ZjLKfkT6ZRBT9zRwtg==,uk,14,game 3,27.00,,27.00,,,,
2022-10-01,bZDMuXKM3RFajmZa/yIpsw==,uk,23,game 3,91.83,,,91.83,77.28,,2022-10-01
2022-10-01,c5qsNfxhW80Ws3aBXDa1nA==,uk,18,game 3,83.16,,,,11.34,,
2022-10-01,Cabfx2Uhcg6oOXYHLUa+rg==,uk,15,game 3,18.84,18.84,,18.84,,,2022-10-01
2022-10-01,cf1ykPUohKTUjtI6cAMhVw==,ru,21,game 2,12.24,12.24,,12.24,,,2022-10-01
2022-10-01,cjAwQwy//1xm2O5pNRveqw==,ru,22,game 3,74.28,74.28,,,,,
2022-10-01,cOCixiBbcAHemYgbNdoTcw==,uk,20,game 3,66.09,,,,23.28,,
2022-10-01,crKNTIblJ0113SKEtSJQHw==,uk,16,game 3,21.24,,,,,-30.33,
2022-10-01,D0sawvsyqnyUMXNy+aXo7Q==,uk,19,game 3,72.69,72.69,,72.69,,,2022-10-01
2022-10-01,d7kiN4CYGndV2/L4yQeZ4g==,ru,19,game 3,60.12,,,,33.48,,
2022-10-01,DAMO0tILVRlXZhYONdvs0Q==,uk,15,game 3,70.62,,,70.62,16.47,,2022-10-01
2022-10-01,dpfu6t8G4blqMn55KM8bSg==,uk,16,game 3,112.20,,,,50.64,,
2022-10-01,dQAFHVkiiCKfawYALbHZeA==,uk,26,game 3,18.0,,18.0,18.0,,,2022-10-01
2022-10-01,dSGXNzIxO3joRVr1Eem+WQ==,uk,29,game 3,13.23,,,13.23,,-2.49,2022-10-01
2022-10-01,dUXVADLWvf2uvh+Q6TNrMw==,ru,19,game 3,36.63,,36.63,,,,
2022-10-01,dVTYjVpXbOM/sOgCq4CV0g==,uk,25,game 3,75.54,,,,,-51.66,
2022-10-01,dxXTsxsoGNYPn+1rVBAUww==,uk,33,game 3,18.21,,,18.21,2.16,,2022-10-01
2022-10-01,e/6IajqZ922YY1rh2ErMJQ==,en,25,game 3,49.08,,,,,-21.06,
2022-10-01,eCd4MBHIR4qUWapg05TFLQ==,ru,18,game 3,70.95,,,,48.03,,
2022-10-01,eoqO46DzxSrKA2rredUNyQ==,uk,24,game 3,189.12,,,189.12,175.23,,2022-10-01
2022-10-01,EPRgsEIjWdzmRbzsHZ48zg==,uk,25,game 3,130.77,,,,68.61,,
2022-10-01,F03P4YcFbbtcWUlujjIQmQ==,ru,20,game 3,136.86,,,,57.78,,
2022-10-01,f9cWBjiN4c8lXAkBhdqK6Q==,uk,21,game 3,111.36,,,,88.23,,
2022-10-01,FbbhrtuL39vfmatF2ObVfA==,uk,16,game 3,114.09,,,,71.49,,
2022-10-01,FLqAK4qKiMkvlLBgGwbBnQ==,ru,31,game 3,16.05,,,16.05,,-28.65,2022-10-01
2022-10-01,FnaqKQlPHm2pH1+S+K+Gfg==,uk,19,game 3,15.48,15.48,,,,,
2022-10-01,fq8oNQ55zdVqL3GK0IjuYg==,uk,25,game 3,31.74,31.74,,31.74,,,2022-10-01
2022-10-01,Fqu+/F0rn1G4YP3f3yHA1Q==,uk,21,game 3,33.69,,,,4.35,,
2022-10-01,fuL+cD0zV6Gn4ypTYmXUgw==,uk,16,game 3,86.01,,,,,-10.65,
2022-10-01,fvYhEtD56gROaXqCi9/z/Q==,uk,19,game 3,67.17,,,,14.85,,
2022-10-01,G073LR6lQoatStpZMzNVOQ==,uk,25,game 3,16.65,,,,,-18.45,
2022-10-01,GEAVJz1gd3SThbDZR01fcA==,uk,14,game 3,26.22,,,26.22,,-33.84,2022-10-01
2022-10-01,geIiJ1L04w2qAE0qzQUb2g==,uk,23,game 3,37.17,,,,14.25,,
2022-10-01,Ghk2iJmzSUW4qLsmJgwOcw==,uk,16,game 3,152.43,,152.43,,,,
2022-10-01,GOl6BQXsy0zvbvIWIoKEQw==,ru,18,game 3,139.68,,,,121.41,,
2022-10-01,G+PCL1Jo+k4D3zpLGa3+aQ==,uk,25,game 3,23.1,,,,4.98,,
2022-10-01,gPRMy8HkmaiyX+13OxuP/A==,ru,21,game 3,38.22,,,,,-15.30,
2022-10-01,Grpkzd4XIHh+ZbTMNxnUGg==,ru,30,game 3,17.16,,17.16,17.16,,,2022-10-01
2022-10-01,gT0iqDKuIXNm4ceMd9eZ1A==,uk,20,game 3,38.85,,,,,-11.10,
2022-10-01,gxZPbCoYIu8slavUm05KGA==,ru,14,game 3,14.91,,,,,-34.59,
2022-10-01,Hamw6F2EZmJfI2glmE2NEg==,ru,24,game 3,19.02,,,,,-1.89,
2022-10-01,hi1ErLiMLDP0HWvMqLKv6g==,ru,18,game 3,55.11,,,,,-24.45,
2022-10-01,hJC/g1L2PFnPlGoqsvD2/g==,ru,26,game 3,28.95,28.95,,,,,
2022-10-01,HQB3hZuYcu0z8jVIl5bbug==,uk,17,game 3,61.80,61.80,,,,,
2022-10-01,HWpnvfSvYzUsQCcCKhetIg==,uk,19,game 3,67.02,,,,30.12,,
2022-10-01,HxWcXHURvvtOJkrXAcDxQg==,uk,15,game 3,38.40,,,,,-4.32,
2022-10-01,ICBVvRc9TR+qF7IoBfEWsQ==,uk,18,game 3,80.73,,,,38.82,,
2022-10-01,iFFApiXZ2wPdS666BLpKZw==,uk,18,game 3,15.48,,,15.48,,-38.46,2022-10-01
2022-10-01,iFnn4bfYgNs8OS5MCcLjeA==,uk,28,game 3,61.77,,,,33.84,,
2022-10-01,Jp0hnV9XOJGVV5jpFhlqgQ==,uk,25,game 3,46.89,,46.89,,,,
2022-10-01,jQW6YmVUlZdePPY7F9NgMg==,uk,30,game 3,40.92,,,,28.80,,
2022-10-01,juwM8fLyplCQTgKTP8dJgQ==,ru,34,game 3,55.50,,,,5.61,,
2022-10-01,jVhb69DTRT5TSWYEiUrlbg==,uk,20,game 3,78.48,,,,36.09,,
2022-10-01,K5c4Zypq0/6iQYmv/Dqm5A==,uk,21,game 3,24.96,24.96,,,,,
2022-10-01,K/6KHxREKTlFZXRfBNVNuQ==,ru,19,game 3,16.83,,,16.83,,-14.70,2022-10-01
2022-10-01,KFO5m0KyIyGE1D5YZHC8Wg==,uk,21,game 1,25.71,25.71,,25.71,,,2022-10-01
2022-10-01,k+mv8oxK5y+607GU9LGO+A==,uk,17,game 3,49.65,49.65,,,,,
2022-10-01,Krr8Kwf65LaX8LctHRsFWg==,ru,16,game 3,72.36,72.36,,,,,
2022-10-01,lHTzlMgVj6HJZc31yCCDng==,uk,19,game 3,46.29,46.29,,,,,
2022-10-01,lJW2nxFOiXDfsmSrwGsFQw==,uk,20,game 3,23.79,,,23.79,,-42.54,2022-10-01
2022-10-01,LO9NuZYI6zP2HXEBAS4wpw==,uk,23,game 3,29.31,,,,13.53,,
2022-10-01,lx3SsUV7NOrv93tCexVp5A==,uk,16,game 3,29.85,,,29.85,6.00,,2022-10-01
2022-10-01,MAkig8NeMsTs73r6K0uDpA==,uk,20,game 3,48.27,,,,33.72,,
2022-10-01,mEtO8F+CRPGmaJ8SHa7BbA==,uk,32,game 3,31.17,,,,4.05,,
2022-10-01,MJrNeNCAIVBe/OSRGhrelw==,uk,21,game 3,69.78,69.78,,69.78,,,2022-10-01
2022-10-01,mq7MyR1XHK5rM4mgtKjsgg==,uk,40,game 3,12.51,12.51,,12.51,,,2022-10-01
2022-10-01,MRcEXu/KG95hsIyJM/816A==,uk,32,game 3,32.10,,,,17.43,,
2022-10-01,mRT725ZK68AhE3Sk9xH5cw==,ru,29,game 3,43.68,43.68,,,,,
2022-10-01,MSxDpyVU8A+9Wgmnb8b1IQ==,uk,14,game 3,68.58,,,,41.04,,
2022-10-01,mzGpnrpyuOB+qfwTJ0XliQ==,ru,16,game 3,77.70,77.70,,,,,
2022-10-01,nfIwLLLuemHymdg1HYidrA==,uk,19,game 3,72.78,72.78,,,,,
2022-10-01,nklUUkirU5GYU5ZtNOgx8w==,ru,20,game 3,30.57,,30.57,,,,
2022-10-01,NntDesROB4ANrudTCXEScA==,ru,37,game 3,47.79,,47.79,,,,
2022-10-01,Np8MbaAllrt9d2F+g1ZvJQ==,uk,22,game 3,53.82,,,,,-67.20,
2022-10-01,nPrRQwP3UZo2KBlM2mJ8fg==,uk,24,game 3,60.03,,,,42.87,,
2022-10-01,nS8ODZHVyaod50PqOekmOw==,ru,44,game 3,12.6,12.6,,12.6,,,2022-10-01
2022-10-01,OAAGTJfPU2ECPJT1KYm2ZQ==,uk,22,game 3,17.64,,,,,-4.50,
2022-10-01,orbgZNBGuhZZx63HTAbyIw==,uk,25,game 3,35.76,,,35.76,,-18.69,2022-10-01
2022-10-01,ORSvkhCut21rsk0cVtJfJA==,uk,21,game 3,47.61,,,,,-98.64,
2022-10-01,+osJakLn8jv4bzFmPieelw==,uk,30,game 3,21.06,,,,,-22.86,
2022-10-01,Ox0UcaMHdCuTLe5/JQrJMQ==,ru,18,game 3,42.90,,42.90,42.90,,,2022-10-01
2022-10-01,p0Ysy5XSVvKlZbKqzjyJgQ==,uk,25,game 3,39.69,,39.69,39.69,,,2022-10-01
2022-10-01,pLOCMIX+imLIzoDehgdOPA==,uk,22,game 3,46.80,,,,,-63.09,
2022-10-01,prNQwR2IPPsvGpFgOpcGaQ==,uk,14,game 3,47.46,,47.46,47.46,,,2022-10-01
2022-10-01,PzG6g7FMYUPp0RMvXhfesQ==,uk,34,game 3,19.23,,,,,-17.22,
2022-10-01,Q6BQCpZ1b6I15evvHZ6xYA==,uk,17,game 3,27.18,27.18,,,,,
2022-10-01,q8UcdT1sZCl07AqhDVz5ZA==,uk,15,game 3,33.0,,,33.0,,-28.98,2022-10-01
2022-10-01,qEF/fPDQLJPXIx6RiSIP1A==,uk,20,game 3,17.67,,,,,-59.37,
2022-10-01,QoHEss2e+b385deeX2p39Q==,ru,22,game 3,13.47,,,13.47,,-45.60,2022-10-01
2022-10-01,q+yzIb2a/avnS9k89SDQVw==,uk,19,game 3,19.65,,19.65,,,,
2022-10-01,QZBiEFECZAgVl5IkN9/cFw==,en,16,game 3,130.92,,,130.92,,-121.74,2022-10-01
2022-10-01,r9AjQVS2nstu5lpVmDlihA==,ru,22,game 3,94.71,,94.71,94.71,,,2022-10-01
2022-10-01,RiIlY436bXNX8MIW9vUaAQ==,uk,18,game 3,23.52,,,23.52,,-55.56,2022-10-01
2022-10-01,RoTHCVmIeMQXudXxn3ykNw==,uk,21,game 3,32.85,,,32.85,,-2.70,2022-10-01
2022-10-01,RwtKwrRSrVpyAMRaDyhr8g==,uk,44,game 3,34.44,,,34.44,19.23,,2022-10-01
2022-10-01,S0TSw0AJ4KdmgXzAzX0p5Q==,uk,23,game 3,19.29,19.29,,19.29,,,2022-10-01
2022-10-01,sQqTFx1o31w2foAIr2LKNw==,uk,32,game 3,16.86,,,16.86,,-32.88,2022-10-01
2022-10-01,sthXYk64G/Zkc+7xA3xUbw==,uk,21,game 2,47.46,47.46,,47.46,,,2022-10-01
2022-10-01,SwiAKdzn0b+A4XegM5x0Hw==,uk,16,game 3,42.03,,,,,-0.24,
2022-10-01,SyWxmJ+Ha8K2C9UJt8blVA==,ru,25,game 3,29.67,,,,,-23.34,
2022-10-01,TamEW7rhOwxDSDgAWZHDnQ==,uk,23,game 3,12.0,12.0,,,,,
2022-10-01,tBFTAZra3r5TkHhDubnYyg==,uk,19,game 3,91.86,91.86,,,,,
2022-10-01,TWDA+aUZ8OPMHOtz5cPPXA==,ru,20,game 3,13.92,,13.92,,,,
2022-10-01,Uen3Ap0lnrgWVWJtFCSo7g==,ru,17,game 3,14.85,,,14.85,,-5.34,2022-10-01
2022-10-01,UFVjte0RzYKTngAiVvjqPQ==,uk,17,game 3,22.65,,,,3.24,,
2022-10-01,UIYPIs8zzm4uX6+FZvTqNw==,ru,19,game 3,14.4,14.4,,14.4,,,2022-10-01
2022-10-01,UNcp1RmIObUiGNqLDHjNVw==,uk,16,game 3,38.1,,,38.1,,-31.74,2022-10-01
2022-10-01,unoAVprNoepzjDQwQzWj6A==,uk,15,game 3,36.75,36.75,,36.75,,,2022-10-01
2022-10-01,+uszcWROLhovU7doCmFOiQ==,uk,18,game 2,36.57,,36.57,36.57,,,2022-10-01
2022-10-01,UuQtA3rK0dpF7TttUoIAyg==,uk,19,game 3,21.81,21.81,,,,,
2022-10-01,ux4Q9iTbOyaU1c/0SKvF7w==,uk,26,game 3,12.03,12.03,,,,,
2022-10-01,V1hFT6jms7MK4yi6EFdt6A==,uk,18,game 3,33.09,,,,0.99,,
2022-10-01,V7J42heW8l19wiBJ8UpRyw==,ru,25,game 3,56.64,,,,2.40,,
2022-10-01,v9uJC6CIm0KR00+LpWQUBg==,uk,18,game 3,34.62,,,,16.41,,
2022-10-01,va4krMfpHwzELV/AUI7WHQ==,uk,20,game 3,58.20,,,58.20,13.95,,2022-10-01
2022-10-01,VAduzk1Og0uicXfMLD3VbQ==,uk,25,game 3,80.04,,,80.04,,-41.97,2022-10-01
2022-10-01,Veep00i4vvZbTAVD6GMoiA==,uk,38,game 3,126.84,,,,77.31,,
2022-10-01,VGEh7S+cxW9PT7H8KNgEGQ==,uk,24,game 3,158.67,,,,,-61.41,
2022-10-01,Vn7Z6/B2x4f/w8R6xVfw5w==,uk,18,game 3,67.08,,,67.08,,-5.46,2022-10-01
2022-10-01,VTaIkhD9hJKcnvA6Kw5p9g==,ru,25,game 3,40.74,,,,12.42,,
2022-10-01,Vtl1tAkN8ajIRaOwKulKyQ==,uk,25,game 3,42.0,42.0,,,,,
2022-10-01,VzxrkGURuahRUx/43mjAFQ==,uk,37,game 3,12.33,,12.33,12.33,,,2022-10-01
2022-10-01,W6fRYNhsTNHQkvkoFEUaVQ==,uk,16,game 3,36.03,,,36.03,,-7.47,2022-10-01
2022-10-01,wA+Rd++M6EKUppqQeb+pTw==,uk,20,game 3,31.92,,,,19.77,,
2022-10-01,WDsSR+yQGqoMMBfCxqkZlw==,uk,24,game 3,71.91,,71.91,,,,
2022-10-01,wDXJbTe2RLmAMKsPm5zZDg==,ru,17,game 3,98.55,,,98.55,74.22,,2022-10-01
2022-10-01,WHwqHTWZHdOrSBFh/vackQ==,uk,18,game 3,66.84,,,66.84,53.64,,2022-10-01
2022-10-01,wjWDL/+l9D+LVt/9gNMH5Q==,ru,20,game 3,118.62,,,,75.09,,
2022-10-01,WMcncRFNp4e91e/Y3CwEvQ==,uk,23,game 3,19.74,,,,,-37.32,
2022-10-01,wRHnn4opzbqIBjFFNpBJtw==,uk,29,game 3,13.59,,13.59,,,,
2022-10-01,WRx4ye0bvLc4925ketwxzQ==,uk,14,game 3,19.8,19.8,,,,,
2022-10-01,WSQTlRZJRg4Rb+rqe56nJg==,uk,26,game 3,32.13,,,,1.62,,
2022-10-01,Wua5DlzLb2yNeSrcG9Xi3g==,uk,23,game 3,26.28,,,26.28,8.61,,2022-10-01
2022-10-01,XD0CalOV926o6zGoOAKfVA==,uk,14,game 3,12.75,12.75,,12.75,,,2022-10-01
2022-10-01,xnLJlU804PSS9tXKmm7gZQ==,ru,21,game 3,27.30,,,,,-5.40,
2022-10-01,+XPKfmhBmI2NdGQ96Iaysg==,uk,38,game 3,16.35,,,16.35,,-5.52,2022-10-01
2022-10-01,XqdSNtx2TLDI6FMex45KTw==,uk,33,game 3,17.13,,,17.13,,-1.41,2022-10-01
2022-10-01,xSi5UajdkNHXppWOTm6g8w==,uk,20,game 3,155.16,,,,87.60,,
2022-10-01,xU11jJIA4UIYu7pmqJ4kvg==,uk,25,game 3,32.1,,32.1,,,,
2022-10-01,xVwGwMaEG1yZydv5VIfEQA==,uk,22,game 3,47.22,,,,,-15.75,
2022-10-01,YC2fZQTQXV2UR1/WHDrVqw==,uk,14,game 3,33.54,33.54,,,,,
2022-10-01,yFNWN0sYyxkSJ+yLRq1WqA==,uk,16,game 3,34.35,,,,,-79.92,
2022-10-01,yH7KH2AG/PGgQiNV7uTTGg==,ru,19,game 3,54.69,,54.69,54.69,,,2022-10-01
